platform,job_title,category,skills_required,job_type,budget_usd,location_preference,duration_estimate,url
Freelancer.com,2D Animation Video Creation,Mixed,"After Effects, Animation, Motion Graphics, Video Services",Fixed,26,Worldwide,Short-term,https://www.freelancer.com/projects/animation/animation-video-creation-39549470
Freelancer.com,Minimalist Typography Logo Design,Mixed,"3D Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,48,Worldwide,Short-term,https://www.freelancer.com/projects/3d-design/minimalist-typography-logo-design
Freelancer.com,Basic Spanish Writers Needed for Ongoing Content Creation,Mixed,"Article Writing, Content Writing, Copywriting, Ghostwriting, Spanish Translator",Fixed,15,Worldwide,Short-term,https://www.freelancer.com/projects/articles/basic-spanish-writers-needed-for
Freelancer.com,Local Brand Awareness Ads,Mixed,"Advertising, Content Marketing, Facebook Marketing, Internet Marketing, Social Media Marketing",Fixed,103,Worldwide,Short-term,https://www.freelancer.com/projects/facebook-marketing/local-brand-awareness-ads
Freelancer.com,Annual Financial Statements Review,Mixed,"Accounting, Business Analysis, Finance, Financial Analysis, Financial Research",Fixed,53,Worldwide,Short-term,https://www.freelancer.com/projects/accounting/annual-financial-statements-review
Freelancer.com,Social Media Growth Strategy for Leivoo App,Mixed,"Branding, Growth Hacking, Influencer Marketing, Instagram Marketing, TikTok, Video Editing, Viral Marketing",Fixed,171,Worldwide,Short-term,https://www.freelancer.com/projects/instagram-marketing/social-media-growth-strategy-for
Freelancer.com,T-Shirt Design,Mixed,"Graphic Design, Illustrator, Photoshop, Photoshop Design, T-Shirts",Fixed,21,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/nature-inspired-shirt-design-39549191
Freelancer.com,Looking for a Photo Retoucher – Freelance,Mixed,"Adobe Lightroom, Photo Editing, Photography, Photoshop, Photoshop Design",Fixed,97,Worldwide,Short-term,https://www.freelancer.com/projects/photoshop/event-photo-retouching-39549825
Freelancer.com,Web Schedule Management App,Mixed,"CSS, HTML, JavaScript, PHP, Website Design",Fixed,101,Worldwide,Short-term,https://www.freelancer.com/projects/javascript/web-schedule-management-app
Freelancer.com,Remote Executive Operations Assistant Needed,Mixed,"Administrative Support, CRM, Customer Support, Data Entry, Database Administration, Management, Operations Management, Project Management, Time Management, Virtual Assistant",Fixed,5,Worldwide,Short-term,https://www.freelancer.com/projects/administrative-support/remote-executive-operations-assistant
Freelancer.com,Dynamic CV,Mixed,"Business Writing, Content Writing, Copywriting, Editing, Resumes",Fixed,107,Worldwide,Short-term,https://www.freelancer.com/projects/resumes/dynamic
Freelancer.com,Wanted: Experienced Furniture Designer for Kitchen Production Project,Mixed,"3D Rendering, AutoCAD, Building Architecture, CAD/CAM, Interior Design",Fixed,19,Worldwide,Short-term,https://www.freelancer.com/projects/autocad/wanted-experienced-furniture-designer
Freelancer.com,ACF Block Creation & RankMath SEO Expert -- 3,Mixed,"Internet Marketing, Link Building, PHP, SEO, WordPress",Fixed,106,Worldwide,Short-term,https://www.freelancer.com/projects/seo/acf-block-creation-rankmath-seo-39549834
Freelancer.com,PHP Developer for Performance Tuning,Mixed,"HTML, MySQL, PHP, Website Design, WordPress",Fixed,10,Worldwide,Short-term,https://www.freelancer.com/projects/php/php-developer-for-performance-tuning
Freelancer.com,ACF Block Creation & RankMath SEO Expert -- 2,Mixed,"Internet Marketing, Link Building, PHP, SEO, WordPress",Fixed,97,Worldwide,Short-term,https://www.freelancer.com/projects/seo/acf-block-creation-rankmath-seo-39549830
Freelancer.com,ACF Block Creation & RankMath SEO Expert,Mixed,"Internet Marketing, Link Building, PHP, SEO, WordPress",Fixed,107,Worldwide,Short-term,https://www.freelancer.com/projects/seo/acf-block-creation-rankmath-seo
Freelancer.com,Life Insurance Agent - No Experience Needed,Mixed,"Facebook Marketing, Internet Marketing, Social Media Marketing",Fixed,18,Worldwide,Short-term,https://www.freelancer.com/projects/facebook-marketing/life-insurance-agent-experience-needed
Freelancer.com,Short Video Platform Development,Mixed,"Engineering, Graphic Design, iPhone, Mobile App Development, MySQL, PHP, Software Testing, Website Design",Fixed,5000,Worldwide,Short-term,https://www.freelancer.com/projects/engineering/short-video-platform-development
Freelancer.com,House Sites Sales Brochure,Mixed,"Brochure Design, Content Writing, Copywriting, Graphic Design, Marketing",Fixed,220,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/house-sites-sales-brochure
Freelancer.com,PDF to Editable Word Conversion,Mixed,"Copy Typing, Data Entry, Microsoft Office, PDF, Word",Fixed,12,Worldwide,Short-term,https://www.freelancer.com/projects/copy-typing/pdf-editable-word-conversion-39549775
Freelancer.com,YouTube Intro Animation,Mixed,"3D Animation, After Effects, Animation, Graphic Design, Video Services",Fixed,80,Worldwide,Short-term,https://www.freelancer.com/projects/animation/youtube-intro-animation-39549811
Freelancer.com,Appointment Setter & Telemarketer,Mixed,"Appointment Setting, Biotechnology, Closer, Internet Marketing, Leads, Life Science Sales, Marketing, Sales, Telemarketing",Fixed,50,Worldwide,Short-term,https://www.freelancer.com/projects/telemarketing/appointment-setter-telemarketer-39549809
Freelancer.com,Interactive Menopause Symptom Web Diagram,Mixed,"CSS, HTML, JavaScript, PHP, Website Design",Fixed,152,Worldwide,Short-term,https://www.freelancer.com/projects/html/interactive-menopause-symptom-web
Freelancer.com,Design High-Impact Facebook Ads for AI Presentation Tool,Mixed,"Advertisement Design, Banner Design, Graphic Design, Photoshop, Photoshop Design",Fixed,15,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/design-high-impact-facebook-ads
Freelancer.com,Custom Equestrian Breeches Design,Mixed,"Fashion Design, Fashion Modeling, Graphic Design, Logo Design, Product Design",Fixed,108,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/custom-equestrian-breeches-design
Freelancer.com,Sunset Desert Resort Logo Design,Mixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,17,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/sunset-desert-resort-logo-design
Freelancer.com,Cartoonish Tank Battle Game UI Design,Mixed,"Game Design, Graphic Design, Icon Design, Photoshop, User Interface / IA",Fixed,143,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/cartoonish-tank-battle-game-design
Freelancer.com,Seamless Photo Compositing - 3 Scenarios,Mixed,"Adobe Lightroom, After Effects, Photo Editing, Photoshop, Photoshop Design",Fixed,101,Worldwide,Short-term,https://www.freelancer.com/projects/photoshop/seamless-photo-compositing-scenarios
Freelancer.com,Shopify Print on Demand Store Setup,Mixed,"eCommerce, Graphic Design, HTML, Shopify, Website Design",Fixed,18,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/shopify-print-demand-store-setup-39549795
Freelancer.com,SolidWorks Design for Peat Spreader,Mixed,"CAD/CAM, Manufacturing Design, Mechanical Engineering, Product Design, Solidworks",Fixed,510,Worldwide,Short-term,https://www.freelancer.com/projects/solidworks/solidworks-design-for-peat-spreader
Freelancer.com,Corporate Website Completion,Mixed,"Graphic Design, HTML, User Interface / IA, Website Design",Fixed,159,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/corporate-website-completion
Freelancer.com,Sofa Visualization for Sales,Mixed,"3D Modelling, 3D Rendering, Graphic Design, Interior Design, Photoshop",Fixed,143,Worldwide,Short-term,https://www.freelancer.com/projects/rendering/sofa-visualization-for-sales
Freelancer.com,Long-term Data Entry VA,Mixed,"Data Entry, Data Processing, Excel, Virtual Assistant, Web Search",Fixed,4,Worldwide,Short-term,https://www.freelancer.com/projects/data-entry/long-term-data-entry-39549791
Freelancer.com,Website Graphics Completion - 26/06/2025 10:44 EDT,Mixed,"Graphic Design, Photoshop, PHP, User Interface / IA, Website Design",Fixed,33,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/website-graphics-completion-edt
Freelancer.com,Color Grading Required for 8-Minute 6 - second Video,Mixed,"DaVinci Resolve, Video Editing, Video Services, Videography",Fixed,12,Worldwide,Short-term,https://www.freelancer.com/projects/video-services/color-grading-required-for-minute-39549787
Freelancer.com,Office 365 Integration Expert Needed,Mixed,".NET, C# Programming, CRM, PHP, Sharepoint",Fixed,486,Worldwide,Short-term,https://www.freelancer.com/projects/sharepoint/office-integration-expert-needed
Freelancer.com,Vibrant Mouse Pad Design,Mixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,220,Worldwide,Short-term,https://www.freelancer.com/contest/vibrant-mouse-pad-design-2581179
Freelancer.com,Professional Product Promo Video,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,109,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/professional-product-promo-video-39549772
Freelancer.com,Cross-Platform Puzzle Game Development,Mixed,"Android, Game Design, Game Development, iPhone, Mobile App Development",Fixed,2157,Worldwide,Short-term,https://www.freelancer.com/projects/iphone-app-development/cross-platform-puzzle-game-development-39549771
Freelancer.com,Modern Restaurant Logo Design,Mixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,53,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/modern-restaurant-logo-design-39549770
Freelancer.com,Youtube video Research for an Insightful Sports Documentary (Confidential),Mixed,"Article Writing, Internet Research, Market Research, Research, Statistics",Fixed,19,Worldwide,Short-term,https://www.freelancer.com/projects/research/youtube-video-research-for-insightful
Freelancer.com,Text Document Forensics Analysis Expert Needed,Mixed,"Digital Forensics, Java, Python, Report Writing, Statistics",Fixed,20,Worldwide,Short-term,https://www.freelancer.com/projects/python/text-document-analysis-expert-needed
Freelancer.com,Social Media Design & Management,Mixed,"Facebook Marketing, Graphic Design, Linkedin, Photoshop, Photoshop Design, Social Media Marketing, Video Editing, YouTube",Fixed,2,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/social-media-design-management-39549757
Freelancer.com,"Merchandise Supervisor in Radzymin, Polonia",Mixed,"General Labor, Local Job",Fixed,141,Worldwide,Short-term,https://www.freelancer.com/projects/general-labor/merchandise-supervisor-radzymin-polonia
Freelancer.com,Engaging Instagram Reels Editor Needed,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,6,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/engaging-instagram-reels-editor-needed
Freelancer.com,Excel VBA Automation Expert,Mixed,"Data Processing, Excel, VB.NET, Visual Basic, Visual Basic for Apps",Fixed,26,Worldwide,Short-term,https://www.freelancer.com/projects/excel/excel-vba-automation-expert-39549741
Freelancer.com,"Hi! I want a short Instagram reel edited for ₹150.

Here are the details:

• Length: 15–20 seconds
• Style: Text-based motivational reel (no face, no complex effects)
• Footage: Use free stock video or abstract visuals (AI, typing, success)
• Text: I will",Mixed,"After Effects, Audio Production, Audio Services, Video Editing, Video Production",Fixed,12,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/want-short-instagram-reel-edited
Freelancer.com,"Logo Design for business,shops, companie, YouTube channel and Instagram accounts etc..",Mixed,"Graphic Design, Icon Design, Illustrator, Logo Design, Photoshop",Fixed,11,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/logo-design-for-business-shops
Freelancer.com,Daily Coin Mining App Development,Mixed,"Android, iPhone, Mobile App Development, Objective C, Software Architecture",Fixed,5121,Worldwide,Short-term,https://www.freelancer.com/projects/android/daily-coin-mining-app-development
Freelancer.com,AI-Driven Real Estate Logo Design,Mixed,"Banner Design, Graphic Design, Illustration, Illustrator, Infographics, Logo Design",Fixed,50,Worldwide,Short-term,https://www.freelancer.com/contest/aidriven-real-estate-logo-design-2581177
Freelancer.com,2D Fantasy Animation for Teens Show,Mixed,"2D Animation, After Effects, Animation, Caricature & Cartoons, Illustration",Fixed,21,Worldwide,Short-term,https://www.freelancer.com/projects/animation/fantasy-animation-for-teens-show
Freelancer.com,Framer Website Developer Needed,Mixed,"Framer, Graphic Design, Website Design, WordPress, WordPress Design",Fixed,6,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/framer-website-developer-needed
Freelancer.com,Senior .Net & SQL Developers Needed in Pune,Mixed,".NET, C# Programming, Microsoft SQL Server, MVC, SQL",Fixed,1405,Worldwide,Short-term,https://www.freelancer.com/projects/c-sharp-programming/senior-net-sql-developers-needed
Freelancer.com,Bilingual Self-Help Audiobook Voice Over -- 2,Mixed,"Audio Production, Audio Services, Hindi Translator, Music, Voice Talent",Fixed,2,Worldwide,Short-term,https://www.freelancer.com/projects/voice-talent/bilingual-self-help-audiobook-voice
Freelancer.com,BPO Customer Support Recruiter Needed - 26/06/2025 10:11 EDT,Mixed,"English Spelling, Sales",Fixed,12,Worldwide,Short-term,https://www.freelancer.com/projects/english-spelling/bpo-customer-support-recruiter-needed-39549667
Freelancer.com,Domain UDRP,Mixed,"Intellectual Property Law, Litigation",Fixed,150,Worldwide,Short-term,https://www.freelancer.com/projects/intellectual-property-law/domain-udrp
Freelancer.com,JotForm Workflows Set Up for Two Forms,Mixed,"Video Conferencing, Workflow Consulting",Fixed,34,Worldwide,Short-term,https://www.freelancer.com/projects/video-conferencing/jotform-workflows-set-for-two
Freelancer.com,Professional Modern SEO Needed,Mixed,"Advertising, Internet Marketing, Link Building, Marketing, SEO",Fixed,50,Worldwide,Short-term,https://www.freelancer.com/projects/internet-marketing/professional-modern-seo-needed
Freelancer.com,Onsite .Net + Angular Developer in Pune,Mixed,"AngularJS, ASP.NET, HTML5, JavaScript, MVC",Fixed,1187,Worldwide,Short-term,https://www.freelancer.com/projects/angular-js/onsite-net-angular-developer-pune
Freelancer.com,Kaggle Expert for Amex Hackathon,Mixed,"Data Analytics, Data Mining, Machine Learning (ML), R Programming Language, Statistical Analysis",Fixed,101,Worldwide,Short-term,https://www.freelancer.com/projects/machine-learning/kaggle-expert-for-amex-hackathon
Freelancer.com,Social Media Marketing for Memoir,Mixed,"Book Marketing, Content Writing, Creative Writing, Facebook Marketing, Social Media Marketing",Fixed,1930,Worldwide,Short-term,https://www.freelancer.com/projects/content-writing/social-media-marketing-for-memoir
Freelancer.com,Web3 Esports Platform Landing Page Design,Mixed,"Figma, HTML, UI / User Interface, User Interface / IA, UX / User Experience",Fixed,98,Worldwide,Short-term,https://www.freelancer.com/projects/figma/web-esports-platform-landing-page
Freelancer.com,Residential Interior Design 3D Model,Mixed,"3D Animation, 3D Modelling, 3D Rendering, AutoCAD, Building Architecture",Fixed,10,Worldwide,Short-term,https://www.freelancer.com/projects/3d-modelling/residential-interior-design-model
Freelancer.com,Modern Office Design for a brand,Mixed,"Adobe InDesign, AutoCAD, Corporate Identity, Illustrator, Photoshop",Fixed,82,Worldwide,Short-term,https://www.freelancer.com/projects/photoshop/modern-office-design-for-brand
Freelancer.com,Classic Gold Cross Pendant with Diamonds,Mixed,"3D Modelling, 3D Rendering, Fashion Design, Graphic Design, Product Design",Fixed,348,Worldwide,Short-term,https://www.freelancer.com/projects/fashion-design/classic-gold-cross-pendant-with
Freelancer.com,Customize Scale Pendant Design  -- 2,Mixed,"3D Animation, 3D Modelling, 3D Rendering, CAD/CAM, Product Design",Fixed,114,Worldwide,Short-term,https://www.freelancer.com/projects/cad-cam/customize-scale-pendant-design
Freelancer.com,Colorful UI/UX Design for Travel Site,Mixed,"Graphic Design, Logo Design, Photoshop, User Interface / IA, Website Design",Fixed,248,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/colorful-design-for-travel-site
Freelancer.com,Custom Home Mechanical Design,Mixed,"AutoCAD, CAD/CAM, Engineering, Mechanical Engineering, Solidworks",Fixed,392,Worldwide,Short-term,https://www.freelancer.com/projects/cad-cam/custom-home-mechanical-design
Freelancer.com,PDF to Editable Word Conversion,Mixed,"Copy Typing, Data Entry, Microsoft Office, PDF, Word",Fixed,13,Worldwide,Short-term,https://www.freelancer.com/projects/word/pdf-editable-word-conversion-39549680
Freelancer.com,Efficient Excel Sales Performance Dashboard,Mixed,"Business Analysis, Data Entry, Data Processing, Excel, Visual Basic",Fixed,75,Worldwide,Short-term,https://www.freelancer.com/projects/excel/efficient-excel-sales-performance
Freelancer.com,"Mystery shoppers in Germany*  *Hyundai, VW, and Toyota owners needed",Mixed,"Academic Administration, Article Rewriting, Copywriting, Data Entry",Fixed,125,Worldwide,Short-term,https://www.freelancer.com/projects/article-rewriting/mystery-shoppers-germany-hyundai-toyota
Freelancer.com,Masjid Design Optimization,Mixed,"Building Architecture, Graphic Design, Home Design, Interior Design",Fixed,419,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/masjid-design-optimization
Freelancer.com,Office Informational Website Development,Mixed,"Graphic Design, HTML, PHP, User Interface / IA, Website Design",Fixed,178,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/office-informational-website-development
Freelancer.com,Guesthouse Data Extraction,Mixed,"Data Entry, Data Mining, Excel, Web Scraping, Web Search",Fixed,146,Worldwide,Short-term,https://www.freelancer.com/projects/excel/guesthouse-data-extraction
Freelancer.com,Best AI Development Company in USA | Rytsense Technologies,Mixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,255,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/best-development-company-usa-rytsense
Freelancer.com,Humorous Movie Review Editor,Mixed,"After Effects, Animation, Audio Services, Editing, Sound Design, Video Editing, Video Production, Videography",Fixed,13,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/humorous-movie-review-editor
Freelancer.com,Website Appointment Booking System Integration,Mixed,"Graphic Design, HTML, MySQL, PHP, Web Hosting, Website Design, Website Management",Fixed,202,Worldwide,Short-term,https://www.freelancer.com/projects/php/website-appointment-booking-system
Freelancer.com,Portable Climbing Wall Design,Mixed,"Engineering, Mechanical Engineering",Fixed,27,Worldwide,Short-term,https://www.freelancer.com/projects/engineering/portable-climbing-wall-design
Freelancer.com,Dynamic Social Media & Website Graphic Designer,Mixed,"Graphic Design, Social Media Marketing, Video Editing, Video Services",Fixed,19,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/dynamic-social-media-website-graphic
Freelancer.com,Excel Sales Performance Dashboard,Mixed,"Analytics, Business Analysis, Copy Typing, Data Entry, Data Processing, Excel, PDF",Fixed,2,Worldwide,Short-term,https://www.freelancer.com/projects/analytics/excel-sales-performance-dashboard-39548051
Freelancer.com,Video Signal Converter Design for Surveillance,Mixed,"Electrical Engineering, Electronics, Engineering, PCB Layout, Verilog / VHDL",Fixed,2454,Worldwide,Short-term,https://www.freelancer.com/projects/pcb-layout/video-signal-converter-design-for
Freelancer.com,Android Mod Feature Extraction,Mixed,"Android, C# Programming, Internet Security, Java, Mobile App Development, Security, Software Architecture, Software Testing, Web Security, Website Testing",Fixed,79,Worldwide,Short-term,https://www.freelancer.com/projects/android/android-mod-feature-extraction
Freelancer.com,BPO Customer Support Recruiter Needed,Mixed,"English Spelling, Sales",Fixed,280,Worldwide,Short-term,https://www.freelancer.com/projects/english-spelling/bpo-customer-support-recruiter-needed
Freelancer.com,Cinematic Intro for Horror Game,Mixed,"3D Animation, 3D Modelling, Animation, Unity 3D",Fixed,19,Worldwide,Short-term,https://www.freelancer.com/projects/3d-animation/cinematic-intro-for-horror-game
Freelancer.com,Video Ad Specialist for Lead Generation,Mixed,"Advertising, Facebook Marketing, Instagram Ads, Instagram Marketing, Internet Marketing, Marketing, Social Media Marketing",Fixed,262,Worldwide,Short-term,https://www.freelancer.com/projects/facebook-marketing/video-specialist-for-lead-generation
Freelancer.com,Modern Polish Advertisement Banner Design,Mixed,"Banner Design, Graphic Design, Logo Design, Photoshop, Photoshop Design",Fixed,25,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/modern-polish-advertisement-banner
Freelancer.com,Custom Fleet Management System MVP,Mixed,"Android, AngularJS, iPhone, Mobile App Development, Node.js, NoSQL Couch & Mongo",Fixed,4144,Worldwide,Short-term,https://www.freelancer.com/projects/angular-js/custom-fleet-management-system-mvp
Freelancer.com,2-3 second simple object animation - 26/06/2025 10:04 EDT,Mixed,"3D Animation, After Effects, Animation, Video Editing, Video Services",Fixed,35,Worldwide,Short-term,https://www.freelancer.com/contest/second-simple-object-animation-edt-2581167
Freelancer.com,Fillable PDF Creation -- 2,Mixed,"Data Entry, Electronic Forms, Excel, PDF, Word",Fixed,34,Worldwide,Short-term,https://www.freelancer.com/projects/data-entry/fillable-pdf-creation
Freelancer.com,Minimalist WordPress Theme Design,Mixed,"Graphic Design, HTML, PHP, Website Design, WordPress",Fixed,147,Worldwide,Short-term,https://www.freelancer.com/projects/wordpress/minimalist-wordpress-theme-design
Freelancer.com,Creating smart contracts to improve account balances and transaction efficiency.,Mixed,"Binance Smart Chain, Bitcoin, Blockchain, Ethereum, Non-fungible Tokens (NFT), Smart Contracts",Fixed,1428,Worldwide,Short-term,https://www.freelancer.com/projects/blockchain/creating-smart-contracts-improve-account
Freelancer.com,Corporate Event Management   -- 63820,Mixed,"Customer Experience, Customer Service, Customer Support, Event Management, Event Staffing",Fixed,292,Worldwide,Short-term,https://www.freelancer.com/projects/customer-support/corporate-event-management-39549633
Freelancer.com,Custom Revit API Solution - IFC Exporter,Mixed,"Autodesk Revit, C# Programming",Fixed,9,Worldwide,Short-term,https://www.freelancer.com/projects/c-sharp-programming/custom-revit-api-solution-ifc
Freelancer.com,Realistic Flower Animation -- 2,Mixed,"After Effects, Animation, Blender, Maya",Fixed,75,Worldwide,Short-term,https://www.freelancer.com/projects/animation/realistic-flower-animation-39548470
Freelancer.com,Full Stack Developer for Data-Driven Project - 26/06/2025 10:02 EDT,Mixed,"Amazon Web Services, API, Database Programming, Django, React.js",Fixed,4864,Worldwide,Short-term,https://www.freelancer.com/projects/amazon-web-services/full-stack-developer-for-data
Freelancer.com,Comprehensive Job Portal with AI and Mentorship,Mixed,"Graphic Design, PHP, User Interface / IA, UX / User Experience, Website Design",Fixed,295,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/comprehensive-job-portal-with-mentorship
Freelancer.com,Realistic Flower Animation,Mixed,"After Effects, Animation, Blender, Graphic Design, Photoshop",Fixed,77,Worldwide,Short-term,https://www.freelancer.com/projects/animation/realistic-flower-animation
Freelancer.com,5x11 PDF to 4x6 Book Conversion,Mixed,"Adobe InDesign, Brochure Design, Graphic Design, Illustrator, Photoshop",Fixed,24,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/pdf-book-conversion
Freelancer.com,Sleek Modern Logo Design,Mixed,"Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,40,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/sleek-modern-logo-design-39549624
Freelancer.com,Investigate Threatening Letter,Mixed,"Business Analysis, Market Research, Research, Research Writing, Technical Writing",Fixed,323,Worldwide,Short-term,https://www.freelancer.com/projects/business-analysis/investigate-threatening-letter
Freelancer.com,Laser Cutting Quote Website,Mixed,"CSS, Graphic Design, HTML, PHP, User Interface / IA, Web Hosting, Website Design, Website Management",Fixed,332,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/laser-cutting-quote-website
Freelancer.com,E-commerce Website Development,Mixed,"eCommerce, Graphic Design, HTML, PHP, Website Design",Fixed,105,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/commerce-website-development-39549605
Freelancer.com,Product Sourcing Assistant (Performance-Based Pay),Mixed,"Data Entry, eBay, Internet Marketing, Sales, Virtual Assistant",Fixed,75,Worldwide,Short-term,https://www.freelancer.com/projects/ebay/product-sourcing-assistant-performance
Freelancer.com,Revit Modeler for Stadium LED Screens,Mixed,"3D Modelling, AutoCAD, Building Architecture, Construction Engineering, Revit",Fixed,52,Worldwide,Short-term,https://www.freelancer.com/projects/autocad/revit-modeler-for-stadium-led
Freelancer.com,Multitasking Francophone Virtual Assistant,Mixed,"Canva, Graphic Design, Illustrator, Logo Design, Photoshop, Virtual Assistant",Fixed,133,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/multitasking-francophone-virtual
Freelancer.com,School Management System UI Overhaul,Mixed,"Graphic Design, HTML, PHP, User Interface / IA, Website Design",Fixed,50,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/school-management-system-overhaul
Freelancer.com,Cartoonish Love Story Storyboard,Mixed,"Animation, Caricature & Cartoons, Graphic Design, Illustration, Illustrator",Fixed,466,Worldwide,Short-term,https://www.freelancer.com/projects/illustration/cartoonish-love-story-storyboard
Freelancer.com,Sector-wide DPR & Feasibility Study Expert,Mixed,"Business Analysis, Excel, Finance, Financial Analysis, Financial Research",Fixed,1142,Worldwide,Short-term,https://www.freelancer.com/projects/business-analysis/sector-wide-dpr-feasibility-study
Freelancer.com,Mobile Casino Game Integration Betting Games.,Mixed,"Android, Game Development, iPhone, Mobile App Development, PHP",Fixed,623,Worldwide,Short-term,https://www.freelancer.com/projects/iphone-app-development/mobile-casino-game-integration-betting
Freelancer.com,Website Template Customization,Mixed,"CSS, HTML, PHP, Website Design, WordPress",Fixed,95,Worldwide,Short-term,https://www.freelancer.com/projects/wordpress/website-template-customization
Freelancer.com,Advanced Car Listing Website & Chatbot Development -- 2,Mixed,"AI Chatbot Development, Google App Engine, JavaScript, PHP, Python, Software Architecture, Web Hosting, Web Scraping, Website Management",Fixed,1745,Worldwide,Short-term,https://www.freelancer.com/projects/php/advanced-car-listing-website-chatbot
Freelancer.com,Minimalist Business Logo Design,Mixed,"Graphic Design, Icon Design, Illustrator, Logo Design, Photoshop",Fixed,23,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/minimalist-business-logo-design-39549577
Freelancer.com,تصميم لوجو وكروت شخصية مخصص,Mixed,"Business Card Design, Logo Design, Presentations",Fixed,114,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/project-39549572
Freelancer.com,MERN + SQL Developer for WhatsApp API Integration,Mixed,"JavaScript, MySQL, Node.js, NoSQL Couch & Mongo",Fixed,11,Worldwide,Short-term,https://www.freelancer.com/projects/nodejs/mern-sql-developer-for-whatsapp
Freelancer.com,Designing 4 web pages in Figma,Mixed,"CSS, Figma, Figma AI, Graphic Design, HTML, PHP, Website Design",Fixed,183,Worldwide,Short-term,https://www.freelancer.com/projects/css/designing-web-pages-figma
Freelancer.com,Website Template Edit,Mixed,"CSS, Graphic Design, HTML, PHP, Website Design",Fixed,225,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/website-template-edit-39549293
