platform,job_title,category,skills_required,job_type,budget_usd,location_preference,duration_estimate,url
Freelancer.com,Online Shop Automation & Chatbot Integration with n8n,Mixed,"API, Customer Service Chatbot, Email Marketing, n8n, Process Automation",Fixed,28,Worldwide,Short-term,https://www.freelancer.com/projects/ecommerce/online-shop-automation-chatbot
Freelancer.com,AI/ML Prototyping for ISRO Real-World Problems,Mixed,"3D Modelling, AI (Artificial Intelligence) HW/SW, Data Mining, Data Science, Machine Learning (ML), Matlab and Mathematica, Statistical Analysis",Fixed,11,Worldwide,Short-term,https://www.freelancer.com/projects/3d-modelling/prototyping-for-isro-real-world
Freelancer.com,Microsoft 365 Modernization and Migration,Mixed,"Active Directory, Azure, Microsoft Exchange, Sharepoint, Windows Server",Fixed,31,Worldwide,Short-term,https://www.freelancer.com/projects/microsoft-exchange/microsoft-modernization-migration
Freelancer.com,تصميم شعار حديث لمحل هيدروليكي,Mixed,"Logo Design, Photoshop",Fixed,25,Worldwide,Short-term,https://www.freelancer.com/contest/-2581149
Freelancer.com,Multi-Platform Booking System Development,Mixed,"Android, Flutter, iPhone, Mobile App Development, PHP, PostgreSQL, React.js, Web Hosting, Website Design",Fixed,3581,Worldwide,Short-term,https://www.freelancer.com/projects/php/multi-platform-booking-system
Freelancer.com,Hindi-Urdu Writer for Short Film,Mixed,"Content Writing, Creative Writing, Poetry",Fixed,12,Worldwide,Short-term,https://www.freelancer.com/projects/content-writing/hindi-urdu-writer-for-short
Freelancer.com,"Premium Product Packaging Design (FMCG) – Standing Pouch (2 Sizes, 4 Designs)",Mixed,"Covers & Packaging, Graphic Design, Package, Package Design",Fixed,74,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/premium-product-packaging-design-fmcg
Freelancer.com,2000 SEO Articles Creation,Mixed,"Article Writing, Blog, Content Writing, Marketing, SEO",Fixed,29,Worldwide,Short-term,https://www.freelancer.com/projects/seo/seo-articles-creation
Freelancer.com,Hand-Drawn Logo Vector Redesign,Mixed,"Drawing Artist, Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,30,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/hand-drawn-logo-vector-redesign
Freelancer.com,Minimalistic AR/VR Portfolio Site Development,Mixed,"Graphic Design, HTML, JavaScript, PHP, Website Design",Fixed,997,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/minimalistic-portfolio-site-development-39549544
Freelancer.com,Modern and Vibrant Logo for Poshmine,Mixed,"Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,18,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/modern-vibrant-logo-for-poshmine
Freelancer.com,Modern Logo Design for Construction & Landscaping,Mixed,"Caricature & Cartoons, Graphic Design, Illustration, Illustrator, Logo Design",Fixed,17,Worldwide,Short-term,https://www.freelancer.com/projects/caricature-cartoons/modern-logo-design-for-construction
Freelancer.com,Inspiring Ayurveda Educational Reels,Mixed,"Animation, Video Editing",Fixed,37,Worldwide,Short-term,https://www.freelancer.com/projects/animation/inspiring-ayurveda-educational-reels
Freelancer.com,Sports Reflections Writing,Mixed,"Article Writing, Book Writing, Copywriting, Ghostwriting",Fixed,13,Worldwide,Short-term,https://www.freelancer.com/projects/copywriting/sports-reflections-writing-39549533
Freelancer.com,Dynamic Logo Design for Beauty Brand,Mixed,"Corporate Identity, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,12,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/dynamic-logo-design-for-beauty
Freelancer.com,Minimalistic Multi-Category Clothing E-Commerce Site,Mixed,"eCommerce, Graphic Design, HTML, User Interface / IA, Website Design",Fixed,281,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/minimalistic-multi-category-clothing
Freelancer.com,WooCommerce Site Revamp on WordPress,Mixed,"eCommerce, HTML, PHP, Website Design, WordPress",Fixed,109,Worldwide,Short-term,https://www.freelancer.com/projects/wordpress/woocommerce-site-revamp-wordpress
Freelancer.com,Excel Data Entry Specialist -- 4,Mixed,"Data Entry, Data Processing, Excel, Word",Fixed,4,Worldwide,Short-term,https://www.freelancer.com/projects/excel/excel-data-entry-specialist-39549534
Freelancer.com,Create visit card using models and brand book,Mixed,"Graphic Design, Illustrator, Logo Design, Photoshop, Photoshop Design",Fixed,15,Worldwide,Short-term,https://www.freelancer.com/contest/create-visit-card-using-models-and-brand-book-2581142
Freelancer.com,Excel Data Entry Specialist Needed,Mixed,"Data Entry, Data Processing, Excel, Microsoft Office, Word",Fixed,18,Worldwide,Short-term,https://www.freelancer.com/projects/data-entry/excel-data-entry-specialist-needed-39549480
Freelancer.com,Modern Clean Web App Design,Mixed,"Graphic Design, Icon Design, User Interface / IA, UX / User Experience, Website Design",Fixed,163,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/modern-clean-web-app-design
Freelancer.com,Shopify Backend Development Expert Needed,Mixed,"HTML, PHP, Shopify, Shopify Templates, Website Design",Fixed,20,Worldwide,Short-term,https://www.freelancer.com/projects/shopify-site/shopify-backend-development-expert-39549522
Freelancer.com,Realistic Artist GIF Animations,Mixed,"3D Animation, 3D Modelling, After Effects, Animation, Illustrator, Motion Graphics, Photoshop",Fixed,84,Worldwide,Short-term,https://www.freelancer.com/projects/animation/realistic-artist-gif-animations
Freelancer.com,Cross-Platform Doctor Appointment App Development,Mixed,"Android, HTML5, iPhone, Java, Mobile App Development, PHP",Fixed,182,Worldwide,Short-term,https://www.freelancer.com/projects/iphone-app-development/cross-platform-doctor-appointment-app
Freelancer.com,Inandon karaoke Samsung app player -- 2,Mixed,"Android, Samsung, Samsung Accessory SDK, Tizen SDK for Wearables, TvOS",Fixed,485,Worldwide,Short-term,https://www.freelancer.com/projects/android/inandon-karaoke-samsung-app-player
Freelancer.com,Elegant Rental Services Website,Mixed,"Graphic Design, HTML, MySQL, PHP, Web Hosting, Website Design, Website Management, Website Testing",Fixed,123,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/elegant-rental-services-website
Freelancer.com,Corporate Profile Creation for Digital Marketing Firm -- 2,Mixed,"Adobe Illustrator, Adobe InDesign, Canva, Creative Design, Graphic Design, Logo Design, Powerpoint, Presentations, Visual Design",Fixed,67,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/corporate-profile-creation-for-digital
Freelancer.com,Structural Compliance Certification,Mixed,"AutoCAD, Building Architecture, Civil Engineering, Engineering, Structural Engineering",Fixed,173,Worldwide,Short-term,https://www.freelancer.com/projects/civil-engineering/structural-compliance-certification
Freelancer.com,Road-Crossing Chicken Game Development,Mixed,"Animation, Game Design, Game Development, Mobile App Development, Unity 3D",Fixed,11,Worldwide,Short-term,https://www.freelancer.com/projects/unity-3d/road-crossing-chicken-game-development
Freelancer.com,Expert Needed for Reindexing with Google AdSense and Cloudflare,Mixed,"Google Analytics, Internet Marketing, Link Building, Search Engine Marketing, SEO",Fixed,424,Worldwide,Short-term,https://www.freelancer.com/projects/seo/fix-blog-crawling-errors
Freelancer.com,"Part-Time Remote Sales Specialist (Facebook, instagram, WhatsApp)",Mixed,"Customer Strategy, Customer Support, Leads, Nutrition, Sales",Fixed,195,Worldwide,Short-term,https://www.freelancer.com/projects/sales/part-time-remote-sales-specialist
Freelancer.com,Realistic Garden Portrait Addition,Mixed,"Arts & Crafts, Illustration, Illustrator, Photoshop",Fixed,307,Worldwide,Short-term,https://www.freelancer.com/projects/illustration/realistic-garden-portrait-addition
Freelancer.com,Cartoonish Illustrations for Toddler Book,Mixed,"Caricature & Cartoons, Graphic Design, Illustration, Illustrator, Photoshop",Fixed,483,Worldwide,Short-term,https://www.freelancer.com/projects/illustration/cartoonish-illustrations-for-toddler-39549456
Freelancer.com,Corporate Profile Creation for Digital Marketing Firm,Mixed,"Content Writing, Facebook Marketing, Internet Marketing, Marketing, Social Media Marketing",Fixed,84,Worldwide,Short-term,https://www.freelancer.com/projects/social-media-marketing/corporate-profile-creation-for-digital
Freelancer.com,Conceptual LED Advertising Video – Short Format,Mixed,"Advertisement Design, Animation, Banner Design, Graphic Design, Video Services",Fixed,15,Worldwide,Short-term,https://www.freelancer.com/contest/conceptual-led-advertising-video-ndash-short-format-2581131
Freelancer.com,Italian Furniture Brand Name (only name),Mixed,"Copywriting, Creative Writing, Graphic Design, Logo Design, Slogans",Fixed,63,Worldwide,Short-term,https://www.freelancer.com/contest/italian-furniture-brand-name-only-name-2581130
Freelancer.com,Electromagnet Design Software Development,Mixed,"C Programming, C++ Programming, Electrical Engineering, Engineering, PHP, Software Architecture",Fixed,288,Worldwide,Short-term,https://www.freelancer.com/projects/software-architecture/electromagnet-design-software
Freelancer.com,بناء تيم دعم لمدربة فيتنس,Mixed,"Health, Nutrition, Telegram API, Telegram Moderation, Training",Fixed,140,Worldwide,Short-term,https://www.freelancer.com/projects/nutrition/project-39549437
Freelancer.com,Hindi Storytelling Video Creator,Mixed,"Animation, Audio Services, Video Editing, Video Production, Voice Talent",Fixed,17,Worldwide,Short-term,https://www.freelancer.com/projects/audio-services/hindi-storytelling-video-creator
Freelancer.com,Webflow Expert for Long-Term Collaboration,Mixed,"Webflow, Website Design",Fixed,150,Worldwide,Short-term,https://www.freelancer.com/projects/webflow/webflow-expert-for-long-term
Freelancer.com,WoW Video Editor for Cinematic & Trailer-Style -- 2,Mixed,"After Effects, Video Editing",Fixed,262,Worldwide,Short-term,https://www.freelancer.com/projects/after-effects/wow-video-editor-for-cinematic
Freelancer.com,Oversized T-Shirt Tech Pack Design - 26/06/2025 08:40 EDT,Mixed,"Fashion Design, Graphic Design, T-Shirts, Technical Drawing / Tech Pack",Fixed,1659,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/oversized-shirt-tech-pack-design-39549391
Freelancer.com,Animated Brand Awareness Video,Mixed,"3D Animation, After Effects, Animation, Graphic Design, Video Services",Fixed,1429,Worldwide,Short-term,https://www.freelancer.com/projects/3d-animation/animated-brand-awareness-video
Freelancer.com,Gastropub Design: Two-story Outdoor Building,Mixed,"3D Rendering, AutoCAD, Building Architecture, Home Design, Interior Design",Fixed,150,Worldwide,Short-term,https://www.freelancer.com/contest/gastropub-design-twostory-outdoor-building-2581127
Freelancer.com,Power BI Financial Reports -- 2,Mixed,"Accounting, Business Analysis, Data Processing, Excel, Finance",Fixed,183,Worldwide,Short-term,https://www.freelancer.com/projects/data-processing/power-financial-reports
Freelancer.com,Node.js Dev for Gaming Site,Mixed,"AngularJS, Express JS, JavaScript, Node.js, PHP",Fixed,81,Worldwide,Short-term,https://www.freelancer.com/projects/nodejs/node-dev-for-gaming-site
Freelancer.com,Matrimony app full of features,Mixed,"Android, HTML5, iPhone, Mobile App Development, PHP",Fixed,1322,Worldwide,Short-term,https://www.freelancer.com/projects/android/matrimony-app-full-features
Freelancer.com,Android eTaxi Ride-Sharing App Development -- 2,Mixed,"Android, Business Consulting, Mobile App Development, Software Architecture, Software Development",Fixed,63,Worldwide,Short-term,https://www.freelancer.com/projects/mobile-app-development/android-etaxi-ride-sharing-app
Freelancer.com,Flat Transparent Square Icon,Mixed,"Graphic Design, Icon Design, Illustrator, Logo Design, Photoshop",Fixed,13,Worldwide,Short-term,https://www.freelancer.com/contest/flat-transparent-square-icon-2581123
Freelancer.com,Mobile App Testing on iOS and Android,Mixed,"Android, iPhone, Mobile App Development, Software Testing, Testing / QA",Fixed,41,Worldwide,Short-term,https://www.freelancer.com/projects/testing-qa/mobile-app-testing-ios-android-39549400
Freelancer.com,Hostel Canteen Meal Management WP Plugin,Mixed,"HTML, MySQL, PHP, Software Architecture, WordPress",Fixed,167,Worldwide,Short-term,https://www.freelancer.com/projects/php/hostel-canteen-meal-management-plugin
Freelancer.com,Engaging Educational Video Editor,Mixed,"After Effects, Photoshop, Video Editing, Video Production, Video Services, Videography",Fixed,13,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/engaging-educational-video-editor
Freelancer.com,Professional Company Profile Creation,Mixed,"Adobe InDesign, Brochure Design, Corporate Identity, Graphic Design, Illustrator",Fixed,118,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/professional-company-profile-creation-39549389
Freelancer.com,Fullstack Dev for Paper Trading Site,Mixed,"HTML, JavaScript, PHP, Website Design",Fixed,12,Worldwide,Short-term,https://www.freelancer.com/projects/php/fullstack-dev-for-paper-trading
Freelancer.com,Instagram Product Launch Campaign,Mixed,"Content Writing, Copywriting, Facebook Marketing, Marketing, Social Media Marketing, Social Networking",Fixed,232,Worldwide,Short-term,https://www.freelancer.com/projects/social-media-marketing/instagram-product-launch-campaign
Freelancer.com,ZERO ACCIDENT A.I SAFETY PROJETC Brand Identity Design,Mixed,"Corporate Identity, Graphic Design, Icon Design, Logo Design, Photoshop",Fixed,377,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/zero-accident-safety-projetc-brand
Freelancer.com,Elegant 3D Venue Render,Mixed,"3D Animation, 3D Modelling, 3D Rendering, 3ds Max",Fixed,181,Worldwide,Short-term,https://www.freelancer.com/projects/3d-modelling/elegant-venue-render
Freelancer.com,Unreal Engine Lighting Artist for Audio Reactive Lights Music Video,Mixed,"3D Modelling, 3D Rendering, 3D Visualization, Architectural Rendering, CGI, Lighting, Lighting Design, Music Video, Unreal Engine, Video Production",Fixed,419,Worldwide,Short-term,https://www.freelancer.com/projects/unreal-engine-lighting-artist-for
Freelancer.com,Expert Garment Measurement,Mixed,"Content Creation, Fashion Consulting, Fashion Design, Fashion Modeling, Fashion Writing, Photography",Fixed,5,Worldwide,Short-term,https://www.freelancer.com/projects/fashion-design/expert-garment-measurement
Freelancer.com,MVP Development for Web App,Mixed,"Docker Compose, MongoDB, Node.js, OAuth, RabbitMQ, Test Automation, Typescript",Fixed,4323,Worldwide,Short-term,https://www.freelancer.com/projects/nodejs/mvp-development-for-web-app
Freelancer.com,Informational Website Design,Mixed,"Graphic Design, HTML, Photoshop, Website Design, WordPress",Fixed,7,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/informational-website-design-39549365
Freelancer.com,Smart IoT PCB Design -- 2,Mixed,"Altium Designer, Arduino, Circuit Design, Electronics, PCB Layout",Fixed,93,Worldwide,Short-term,https://www.freelancer.com/projects/electronics/smart-iot-pcb-design-39549367
Freelancer.com,WordPress Setup and UI Customization,Mixed,"CSS, HTML, PHP, Website Design, WordPress",Fixed,33,Worldwide,Short-term,https://www.freelancer.com/projects/wordpress/wordpress-setup-customization-39549363
Freelancer.com,Reflective Memoir Writing,Mixed,"Article Writing, Content Writing, Creative Writing, Ghostwriting, Research Writing",Fixed,31,Worldwide,Short-term,https://www.freelancer.com/projects/ghostwriting/reflective-memoir-writing
Freelancer.com,Modern Aesthetic Hybrid Inverter Design,Mixed,"3D Modelling, 3D Rendering, CAD/CAM, Graphic Design, Product Design",Fixed,236,Worldwide,Short-term,https://www.freelancer.com/projects/product-design/modern-aesthetic-hybrid-inverter-design
Freelancer.com,Blog Article on WFH Productivity,Mixed,"Data Entry, Excel, Ghostwriting, Microsoft Access, Microsoft Exchange, PDF, Powerpoint, Virtual Assistant, Web Search, Word",Fixed,18,Worldwide,Short-term,https://www.freelancer.com/projects/virtual-assistant/blog-article-wfh-productivity-39549350
Freelancer.com,iOS App Developer Needed,Mixed,"iPad, iPhone, Mobile App Development, Objective C, Swift",Fixed,13,Worldwide,Short-term,https://www.freelancer.com/projects/iphone-app-development/ios-app-developer-needed-39549348
Freelancer.com,Elegant Wedding Evite and Logo Design,Mixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,248,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/elegant-wedding-evite-logo-design
Freelancer.com,Modern Kitchen 3D Design,Mixed,"3D Modelling, 3ds Max, AutoCAD, Interior Design, SketchUp",Fixed,82,Worldwide,Short-term,https://www.freelancer.com/projects/3ds-max/modern-kitchen-design
Freelancer.com,Python AI/ML Backend Development,Mixed,"Django, JavaScript, PHP, Python, Software Architecture",Fixed,284,Worldwide,Short-term,https://www.freelancer.com/projects/python/python-backend-development-39549340
Freelancer.com,Node.js Configuration on Apache Server -- 2,Mixed,"Apache, Linux, Nginx, Node.js, System Admin",Fixed,23,Worldwide,Short-term,https://www.freelancer.com/projects/system-admin/node-configuration-apache-server
Freelancer.com,Abstract Canvas Painting,Mixed,"Concept Design, Illustration, Illustrator",Fixed,305,Worldwide,Short-term,https://www.freelancer.com/projects/illustration/abstract-canvas-painting
Freelancer.com,Spanish Legal Translation Expert,Mixed,"English (UK) Translator, English (US) Translator, Legal, Spanish Translator, Translation",Fixed,540,Worldwide,Short-term,https://www.freelancer.com/projects/translation/spanish-legal-translation-expert
Freelancer.com,IT Services Sales BDE,Mixed,"Digital Marketing, Facebook Marketing, Internet Marketing, Marketing, Sales, SEO",Fixed,526,Worldwide,Short-term,https://www.freelancer.com/projects/internet-marketing/services-sales-bde
Freelancer.com,MATLAB Data Analyst Needed,Mixed,"Algorithm, Data Mining, Matlab and Mathematica, Statistical Analysis, Statistics",Fixed,17,Worldwide,Short-term,https://www.freelancer.com/projects/matlab-mathematica/matlab-data-analyst-needed-39549325
Freelancer.com,Inspirational Social Media Captions,Mixed,"Content Writing, Copywriting",Fixed,6,Worldwide,Short-term,https://www.freelancer.com/projects/content-writing/inspirational-social-media-captions
Freelancer.com,Social Media Campaign Expert,Mixed,"Facebook Marketing, Instagram, Internet Marketing, Marketing, Social Media Marketing",Fixed,112,Worldwide,Short-term,https://www.freelancer.com/projects/facebook-marketing/social-media-campaign-expert-39549326
Freelancer.com,Motivational Attitude Status Creation,Mixed,"Catch Phrases, Content Writing, Creative Writing, Graphic Design, Photoshop, Slogans",Fixed,11,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/motivational-attitude-status-creation
Freelancer.com,Mediterranean Villas Resort Design,Mixed,"3D Rendering, Home Design, Interior Design",Fixed,1935,Worldwide,Short-term,https://www.freelancer.com/projects/interior-design/mediterranean-villas-resort-design
Freelancer.com,National Family History Research,Mixed,"Business Analysis, Data Entry, Excel, Market Research, Research",Fixed,5,Worldwide,Short-term,https://www.freelancer.com/projects/research/national-family-history-research
Freelancer.com,Backend Development for Data-Driven Platform,Mixed,"Node.js, NoSQL Couch & Mongo, PHP, Python, Ruby on Rails",Fixed,501,Worldwide,Short-term,https://www.freelancer.com/projects/backend-development-for-data-driven
Freelancer.com,IoT Automation POC Development,Mixed,"Google App Engine, Internet of Things (IoT), JavaScript, Mobile App Development, Python, Software Architecture",Fixed,105,Worldwide,Short-term,https://www.freelancer.com/projects/python/iot-automation-poc-development
Freelancer.com,Hindi Subtitler for English Videos // only Indian Freelancers,Mixed,"Audio Production, Audio Services, English (US) Translator, Hindi Translator, Subtitles & Captions, Transcription, Translation",Fixed,125,Worldwide,Short-term,https://www.freelancer.com/projects/translation/hindi-subtitler-for-english-videos
Freelancer.com,Indeed recruiter needed with employer account.  -- 2,Mixed,"Data Entry, Excel, LinkedIn Recruiting, Recruitment, Virtual Assistant",Fixed,3,Worldwide,Short-term,https://www.freelancer.com/projects/data-entry/indeed-recruiter-needed-with-employer-39549312
Freelancer.com,WooCommerce Mobile App Deployment,Mixed,"Android, iPhone, Mobile App Development, PHP, WordPress",Fixed,534,Worldwide,Short-term,https://www.freelancer.com/projects/android/woocommerce-mobile-app-deployment
Freelancer.com,Elegant Handwritten Signature Design,Mixed,"Graphic Design, Illustrator, Logo Design, Photoshop, Photoshop Design",Fixed,14,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/elegant-handwritten-signature-design-39549306
Freelancer.com,Handwritten Notes Typing - 26/06/2025 05:27 EDT,Mixed,"Copy Typing, Data Entry, Excel, PDF, Word",Fixed,11,Worldwide,Short-term,https://www.freelancer.com/projects/copy-typing/handwritten-notes-typing-edt-39548857
Freelancer.com,Electronics Repair Technician in Dubai,Mixed,"Appliance Repair, Electrical Engineering, Electronics, Electronics repair, Engineering",Fixed,200,Worldwide,Short-term,https://www.freelancer.com/projects/electrical-engineering/electronics-repair-technician-dubai
Freelancer.com,Professional Award-winning Video Presenter Services,Mixed,"After Effects, Animation, Video Editing, Video Production, Video Services",Fixed,53,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/professional-award-winning-video
Freelancer.com,Website QA Testing /// Singapore,Mixed,"Testing / QA, Usability Testing, UX / User Experience, Website Testing",Fixed,20,Worldwide,Short-term,https://www.freelancer.com/projects/testing-qa/website-testing-singapore-39549301
Freelancer.com,Arrange Meetings with Food Creators -- 2,Mixed,"Lead Generation, Sales",Fixed,150,Worldwide,Short-term,https://www.freelancer.com/projects/sales/arrange-meetings-with-food-creators-39549300
Freelancer.com,Job Posting Specialist for LinkedIn & Indeed -- 3,Mixed,"Data Entry, Excel, LinkedIn Recruiting, Recruitment, Virtual Assistant",Fixed,3,Worldwide,Short-term,https://www.freelancer.com/projects/data-entry/job-posting-specialist-for-linkedin-39549299
Freelancer.com,AI Software Explainer Animation,Mixed,"2D Animation, After Effects, Animation, Graphic Design, Motion Design, Motion Graphics",Fixed,140,Worldwide,Short-term,https://www.freelancer.com/contest/ai-software-explainer-animation-2581115
Freelancer.com,E-commerce Site Development,Mixed,"eCommerce, HTML, PHP, Website Design, WordPress",Fixed,32,Worldwide,Short-term,https://www.freelancer.com/projects/ecommerce/commerce-site-development-39549292
Freelancer.com,Podcast Editing in Ableton,Mixed,"Audio Production, Audio Services, Music, Sound Design, Voice Talent",Fixed,17,Worldwide,Short-term,https://www.freelancer.com/projects/audio-services/podcast-editing-ableton
Freelancer.com,Experienced SEO Agency Needed to Boost Online Visibility for Leading UAE Recruitment Firm,Mixed,"Internet Marketing, Link Building, Marketing, Search Engine Marketing, SEO",Fixed,352,Worldwide,Short-term,https://www.freelancer.com/projects/seo/experienced-seo-agency-needed-boost
Freelancer.com,short and engaging video presentation of a website I’ve designed.,Mixed,"After Effects, Graphic Design, Logo Design, Photoshop, Video Editing",Fixed,25,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/short-engaging-video-presentation
Freelancer.com,"Telecaller Needed – Reconnect with Non-Returning Salon Customers (English, Kannada & Hindi)",Mixed,"Sales, Telemarketing",Fixed,355,Worldwide,Short-term,https://www.freelancer.com/projects/telemarketing/telecaller-needed-reconnect-with-non
Freelancer.com,Data Engineer/DevOps Specialist,Mixed,"Amazon Web Services, AWS Lambda, Big Data Sales, Java, PySpark, Python",Fixed,320,Worldwide,Short-term,https://www.freelancer.com/projects/python/data-engineer-devops-specialist
Freelancer.com,"Engaging Business Pitch PPT Design, bid with actual price",Mixed,"Brochure Design, Content Writing, Graphic Design, Powerpoint, Presentations",Fixed,20,Worldwide,Short-term,https://www.freelancer.com/projects/powerpoint/engaging-business-pitch-ppt-design
Freelancer.com,Banner design x 2,Mixed,"Banner Design, Graphic Design, Logo Design, Photoshop, Photoshop Design",Fixed,37,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/banner-design-39549279
Freelancer.com,LinkedIn Lead Gen Specialist,Mixed,"Data Entry, Internet Marketing, Leads, Research, Web Search",Fixed,263,Worldwide,Short-term,https://www.freelancer.com/projects/leads/linkedin-lead-gen-specialist
Freelancer.com,Comprehensive Social Media Management  -- 63612  --  -- 96128,Mixed,"Content Writing, Facebook Marketing, Internet Marketing, Marketing, Social Networking",Fixed,5,Worldwide,Short-term,https://www.freelancer.com/projects/internet-marketing/comprehensive-social-media-management-39549276
Freelancer.com,Blog Site Development on WordPress,Mixed,"HTML, PHP, SEO, Website Design, WordPress",Fixed,19,Worldwide,Short-term,https://www.freelancer.com/projects/wordpress/blog-site-development-wordpress
Freelancer.com,Sell High-Impact Patent-Pending Inventions,Mixed,"Business Development, Intellectual Property Law, Market Research, Marketing, Patents",Fixed,21089,Worldwide,Short-term,https://www.freelancer.com/projects/patents/sell-high-impact-patent-pending
Freelancer.com,Covert 80 PHP Pages POS System  to React,Mixed,"API, PHP, React.js, REST API, Tailwind CSS, Web API",Fixed,466,Worldwide,Short-term,https://www.freelancer.com/projects/php/covert-php-pages-pos-system
Freelancer.com,Event Video Editing,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,218,Worldwide,Short-term,https://www.freelancer.com/projects/video-services/event-video-editing-39549270
Freelancer.com,Lead Gen Specialist for Video Services,Mixed,"Email Marketing, Facebook Marketing, Inside Sales, Internet Marketing, Lead Generation, Leads, Marketing, Sales, Social Media Marketing, YouTube",Fixed,242,Worldwide,Short-term,https://www.freelancer.com/projects/facebook-marketing/lead-gen-specialist-for-video
Freelancer.com,ERP Sales Partner on Commission basis (India),Mixed,"B2B Marketing, Branding, Digital Marketing, Enterprise Sales Management, ERP, Lead Generation, Market Analysis, Market Sizing, SaaS Sales, Social Media Marketing",Fixed,263,Worldwide,Short-term,https://www.freelancer.com/projects/b2b-marketing/erp-sales-partner-commission-basis
Freelancer.com,Modern Product Ad Image,Mixed,"Banner Design, Graphic Design, Illustrator, Photoshop, Photoshop Design",Fixed,12,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/modern-product-image
Freelancer.com,Minimalist Script Logo for SwiftAI,Mixed,"Graphic Design, Icon Design, Illustrator, Photoshop",Fixed,14,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/minimalist-script-logo-for-swiftai
Freelancer.com,B2B Lead Generation Telecaller,Mixed,"Customer Service, Customer Support, Leads, Sales, Technology Sales, Telemarketing",Fixed,93,Worldwide,Short-term,https://www.freelancer.com/projects/customer-service/lead-generation-telecaller
Freelancer.com,Looking for Work in Visual Components,Mixed,"3D Modelling, Blender",Fixed,29,Worldwide,Short-term,https://www.freelancer.com/projects/blender/looking-for-work-visual-components
Freelancer.com,Logo Design for Skineral - A Himalayan Skincare Brand,Mixed,"3D Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,20,Worldwide,Short-term,https://www.freelancer.com/contest/logo-design-for-skineral-a-himalayan-skincare-brand-2581102
Freelancer.com,Restore CraftCMS Website,Mixed,"Graphic Design, HTML, MySQL, PHP, Website Design",Fixed,80,Worldwide,Short-term,https://www.freelancer.com/projects/php/restore-craftcms-website
Freelancer.com,Kid Voice Over for Animation,Mixed,"Animation, Audio Production, Audio Services, Commercials, Voice Talent",Fixed,250,Worldwide,Short-term,https://www.freelancer.com/projects/voice-talent/kid-voice-over-for-animation
Freelancer.com,Mediation Centre Marketing Campaign,Mixed,"Facebook Marketing, Internet Marketing, Marketing, SEO, Social Media Marketing",Fixed,18,Worldwide,Short-term,https://www.freelancer.com/projects/internet-marketing/mediation-centre-marketing-campaign-39549237
